,id,title,release_date,overview,popularity,vote_average,vote_count
9557,95516,Cleanskin,2012-03-08,"While working undercover as a bodyguard to arms dealer Harry, former-soldier-turned-secret-service-agent Ewan survives a bloody shootout with a member of an Islamic terrorist cell who steals Harry's briefcase full of Semtex explosives and escapes. Ewan's spymasters task Ewan with hunting down the cell members and retrieving the briefcase.",1.4421,5.7,343
9558,336011,White Girl,2016-09-02,"Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.",2.1337,5.659,476
9559,1534,Pathfinder,2007-01-11,"A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.",27.7241,5.659,761
9560,827931,Time Cut,2024-10-29,"A teen in 2024 accidentally time-travels to 2003, days before a masked killer murders her sister. Can she change the past without destroying the future?",3.8631,5.658,571
9561,101519,A Fantastic Fear of Everything,2012-06-07,"Jack is a children's author turned crime novelist whose detailed research into the lives of Victorian serial killers has turned him into a paranoid wreck, persecuted by the irrational fear of being murdered. When Jack is thrown a life-line by his long-suffering agent and a mysterious Hollywood executive takes a sudden and inexplicable interest in his script, what should be his big break rapidly turns into his big breakdown, as Jack is forced to confront his worst demons; among them his love life, his laundry and the origin of all fear.",1.1339,5.658,311
9562,2959,License to Wed,2007-07-04,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",2.4491,5.7,903
9563,77875,Playing for Keeps,2012-11-29,A former sports star who's fallen on hard times starts coaching his son's soccer team in an attempt to get his life together.,1.5091,5.657,716
9564,50037,Beyond the Black Rainbow,2010-12-03,"Deep within the mysterious Arboria Institute, a disturbed and beautiful girl is held captive by a doctor in search of inner peace. Her mind controlled by a sinister technology. Silently, she waits for her next session with deranged therapist Dr. Barry Nyle. If she hopes to escape, she must journey through the darkest reaches of The Institute, but Nyle wonʼt easily part with his most gifted and dangerous creation.",5.2355,5.657,391
9565,28510,Universal Soldier: Regeneration,2010-02-23,"When terrorists threaten nuclear catastrophe at Chernobyl, the world's only hope is to reactivate decommissioned Universal Soldier Luc Deveraux. Rearmed and reprogrammed, Deveraux must take on his nemesis from the original Universal Soldier and a next-generation ""UniSol"" that seems almost unstoppable.",2.1069,5.7,477
9566,11569,Hellraiser III: Hell on Earth,1992-09-11,Pinhead is set loose on the sinful streets of New York City to create chaos with a fresh cadre of Cenobitic kin.,1.5706,5.657,826
9567,10603,George of the Jungle,1997-07-15,"Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rainforest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving pooch of an elephant. But when poachers mess with George's pals, the King of Swing swings into action.",4.3444,5.657,2207
9568,10134,Cyborg,1989-04-07,A martial artist hunts a killer in a plague-infested urban dump of the future.,3.8051,5.657,806
9569,441384,The Beach Bum,2019-03-21,"An irreverent comedy about the misadventures of Moondog, a rebellious stoner and lovable rogue who lives large.",1.2567,5.7,550
9570,383869,Back to Mom's,2016-06-01,"At 40, Stephanie loses her job and is forced to move back in with her mother. She is welcomed with open arms to the joys of overheated apartment, Francis Cabrel playing on loop, Scrabble games and precious motherly advice on how to behave at the table and live her life.",0.7041,5.656,461
9571,231001,All Hallows' Eve,2013-10-29,"While watching two children on Halloween night, a babysitter finds an old VHS tape in the kids' trick or treat bag. The tape features three tales of terror, all linked together by a murderous clown.",1.269,5.656,645
9572,118957,Bait,2012-09-05,A freak tsunami traps shoppers at a coastal Australian supermarket inside the building ... along with a 12-foot great white shark.,3.322,5.656,795
9573,39451,Little Fockers,2010-12-21,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",10.6379,5.656,3403
9574,5552,Immortal,2004-03-13,"In the distant future, Earth is occupied by ancient gods and genetically altered humans. When a god is sentenced to death he seeks a new human host and a woman to bear his child.",1.2239,5.656,438
9575,410554,First Kill,2017-07-21,A police chief tries to solve a kidnapping that involves a bank robber holding a young boy hostage.,1.6831,5.7,582
9576,346808,Momentum,2015-10-15,"When Alex, an infiltration expert with a secret past, accidentally reveals her identity during what should have been a routine heist, she quickly finds herself mixed up in a government conspiracy and entangled in a deadly game of cat-and-mouse with a master assassin and his team of killers.  Armed with her own set of lethal skills, Alex looks to exact revenge for her murdered friends while uncovering the truth.",4.293,5.655,569
9577,11066,Boomerang,1992-06-30,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",2.8917,5.7,611
9578,9574,Flubber,1997-11-26,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",5.0565,5.655,2514
9579,653601,Horse Girl,2020-01-27,"A socially awkward woman with a fondness for arts and crafts, horses, and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life.",4.1884,5.654,591
9580,23398,Alvin and the Chipmunks: The Squeakquel,2009-12-21,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",5.3556,5.654,3088
9581,9927,The Ringer,2005-12-23,"Pressured by a greedy uncle and a pile of debt, lovable loser Steve Barker resorts to an unthinkable, contemptible, just-crazy-enough-to-work scheme. He pretends to be mentally challenged to rig the upcoming Special Olympics and bring home the gold. But when Steve's fellow competitors get wise to the con, they inspire him to rise to the greatest challenge of all: becoming a better person.",1.7503,5.654,341
9582,336455,Viral,2016-02-18,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",3.8357,5.653,546
9583,10200,The Day the Earth Stood Still,2008-12-10,"A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.",4.4842,5.653,3670
9584,9447,Babe: Pig in the City,1998-11-25,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",2.5518,5.653,1305
9585,826749,Fortress,2021-12-17,"The story revolves around a top-secret resort for retired U.S. intelligence officers. A group of criminals led by Balzary breach the compound, hellbent on revenge on Robert, forcing the retired officer and his son to save the day.",2.7722,5.652,364
9586,384798,Kill Command,2016-05-13,"Set in a near future, technology-reliant society that pits man against killing machines. Against this backdrop an elite army unit is helicoptered to a remote, off-the-grid island training facility. What starts out as a simple training exercise for Captain Bukes and his tight-knit unit, descends into a terrifying battle to the death, as the marines discover the island is overrun by an enemy that transcends the human concept of evil.",3.278,5.652,630
9587,114606,Cockneys vs Zombies,2012-08-31,A group of Cockneys arm themselves to rescue their elderly relative and his retirement home friends who are trapped and fighting off a zombie attack during a zombie apocalypse in the East End of London.,2.2088,5.652,447
9588,72559,G.I. Joe: Retaliation,2013-03-27,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",5.7262,5.652,5709
9589,9488,Spy Kids 2: The Island of Lost Dreams,2002-08-07,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",4.225,5.652,2316
9590,480414,The Curse of La Llorona,2019-04-17,"In 1970s Los Angeles, the legendary ghost La Llorona is stalking the night -- and the children. Ignoring the eerie warning of a troubled mother, a social worker and her own kids are drawn into a frightening supernatural realm. Their only hope of surviving La Llorona's deadly wrath is a disillusioned priest who practices mysticism to keep evil at bay.",5.2686,5.651,2624
9591,342474,Jenny's Wedding,2015-07-31,"Jenny Farrell is getting married. But how will her straight-laced family react when they find out that the woman they thought was their daughter’s roommate is actually her fiancée? As the old-fashioned Farrells attempt to come to terms with the prospect of a surprise daughter-in-law, they face a difficult choice: either adapt with the times or risk being left behind.",1.3674,5.65,432
9592,340584,Lavender,2016-11-04,A photographer struggling with memory loss discovers her pictures may indicate something sinister is hitting close to home.,1.0302,5.65,356
9593,929,Godzilla,1998-05-20,"French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world.",6.5708,5.7,4150
9594,806,The Omen,2006-06-06,A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.,4.4252,5.65,1166
9595,714375,Fatal Affair,2020-07-16,"After a brief encounter with David Hammond, an old college friend, successful lawyer Ellie Warren tries to mend her marriage with her husband Marcus. But she finds herself caught in a terrifying game of cat and mouse when the encounter escalates into an obsession that jeopardizes everyone she loves.",0.6096,5.649,306
9596,490448,Our Happy Holiday,2018-09-15,"Marion and Ben, thirty years old, meet on Tinder. That's about all they have in common; but the opposites attract each other, and they decide in the early morning of their meeting to go on vacation together despite the advice of their entourage. They will finally leave - to Bulgaria, halfway to their dream destinations: Beirut for Marion, Biarritz for Ben. Without a precise plan and, as they will soon discover, with very different conceptions of what a dream holiday should be.",0.5424,5.649,400
9597,24271,The Maiden Heist,2009-05-09,A comedy centered on three museum security guards who devise a plan to steal back the artworks to which they have become attached after they are transferred to another museum.,1.6425,5.649,370
9598,429471,Captive State,2019-03-15,"Nearly a decade after occupation by an extraterrestrial force, the lives of a Chicago neighborhood on both sides of the conflict are explored. In a working-class Chicago neighborhood occupied by an alien force for nine years, increased surveillance and the restriction of civil rights have given rise to an authoritarian system -- and dissent among the populace.",2.3342,5.648,1229
9599,152790,The Angriest Man in Brooklyn,2014-05-23,"After learning that a brain aneurysm will kill him in about 90 minutes, a perpetually unhappy man struggles to come to terms with his fate and make amends with everyone he has ever hurt.",1.4904,5.648,540
9600,8277,American Pie Presents: Beta House,2007-12-19,"Erik, Ryan, and Cooze start college and pledge the Beta House fraternity, presided over by none other than legendary Dwight Stifler. But chaos ensues when a fraternity of geeks threatens to stop the debauchery and the Betas have to make a stand for their right to party.",5.1098,5.648,1982
9601,604563,OSS 117: From Africa with Love,2021-08-04,"1981. Hubert Bonisseur de la Bath, aka OSS 117, is back. For this new mission – more delicate, more dangerous and more torrid than ever – he is forced to team up with a young new colleague, the promising OSS 1001.",1.5153,5.646,848
9602,12662,Psycho III,1986-04-02,"When Maureen Coyle, a suicidal nun who resembles Norman's former victim, Marion Crane, arrives at the motel, all bets are off and ""Mother"" is less than happy.",1.3354,5.646,421
9603,958196,Inside,2023-03-09,"An art thief trapped in a New York penthouse after his heist doesn't go as planned. Locked inside with nothing but priceless works of art, he must use all his cunning and invention to survive.",4.0623,5.645,505
9604,624808,Love Wedding Repeat,2020-04-10,"While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl that got away in alternate versions of the same day.",1.5027,5.645,715
9605,253344,Some Kind of Beautiful,2015-07-16,"By day, Richard Haig is a successful and well-respected English professor at renowned Trinity College in Cambridge.  By night, Richard indulges his own romantic fantasies with a steady stream of beautiful undergraduates.  But Richard has grown tired of the  game and is looking for something more meaningful and lasting.  So when Kate, Richard’s tanned, athletic, 25-year-old American girlfriend tells him that she is pregnant, Richard is thrilled.  He looks forward to having a family of his own,  being a father his children could be proud of, not some sex-fueled bobcat.  There is only one problem.  Richard’s not in love with Kate.  Richard is in love with Kate’s sister, Olivia. He had been in love with her ever since he first saw her.",2.0808,5.6,601
9606,13596,My Best Friend's Girl,2008-09-19,"Lovestruck Dustin is dating Alexis, his ideal girlfriend, but when she dumps him for coming on too strong, Dustin takes drastic measures to win her back. He asks his best friend Tank to take her on the worst rebound date imaginable - his side job - so that she will come running back to him, and Tank reluctantly agrees. However, Alexis is more than a match for Tank's shock tactics and he begins to really fall for her, leaving him torn between loyalty to Dustin and his growing attraction toward Alexis.",2.5091,5.645,790
9607,8202,Æon Flux,2005-11-30,"400 years into the future, disease has wiped out the majority of the world's population, except one walled city, Bregna, ruled by a congress of scientists. When Æon Flux, the top operative in the underground 'Monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets.",5.3698,5.645,2403
9608,484437,The Hole in the Ground,2019-03-01,"Trying to escape her broken past, Sarah O’Neill is building a new life on the fringes of a backwood rural town with her young son Chris. A terrifying encounter with a mysterious neighbour shatters her fragile security, throwing Sarah into a spiralling nightmare of paranoia and mistrust, as she tries to uncover if the disturbing changes in her little boy are connected to an ominous sinkhole buried deep in the forest that borders their home.",1.8216,5.6,734
9609,301372,Voice from the Stone,2017-04-28,Verena is a nurse who arrives at an old mansion in Italy to help a young boy who has fallen silent since the sudden passing of his mother.,2.6654,5.643,492
9610,16337,The Texas Chainsaw Massacre 2,1986-08-22,A radio host is victimised by the notorious cannibal family while a former Texas Marshal hunts them.,6.582,5.6,993
9611,50135,Animals United,2010-10-07,"A group of animals waiting for the annual flood they rely on for food and water discover that the humans, who have been destroying their habitats have built a dam for a leisure resort. The animals endeavour to save the delta and send a message to the humans not to interfere with nature.",1.594,5.6,339
9612,9622,Beverly Hills Ninja,1997-01-17,"Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself.",2.326,5.642,830
9613,400710,Flatliners,2017-09-28,"Five medical students, hoping to understand the mystery of what lies beyond life, embark on a dangerous experiment. When their hearts are stopped for a short period of time, they have a near-death experience…",4.4534,5.641,2362
9614,49849,Cowboys & Aliens,2011-07-29,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",6.2211,5.641,5323
9615,19173,Diary of a Nymphomaniac,2008-10-17,"A chronicle of the life of a middle-class French girl's sexual adventures, her then fall into prostitution, and her ultimate redemption.",3.371,5.641,358
9616,146238,Runner Runner,2013-09-24,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.",4.771,5.64,1303
9617,23730,C.H.U.D.,1984-08-31,"A rash of bizarre murders in New York City seems to point to a group of grotesquely deformed vagrants living in the sewers. A courageous policeman, a photojournalist and his girlfriend, and a nutty bum, who seems to know a lot about the creatures, band together to try and determine what the creatures are and how to stop them.",1.7001,5.64,303
9618,9849,My Favorite Martian,1999-02-11,"Ambitious television reporter Tim O'Hara stumbles upon a martian whose spaceship has accidentally crashed on Earth. Thinking this is his ticket to a Pulitzer Prize, Tim makes plans to expose the martian, who, posing as Tim's Uncle Martin, takes human form and has plans of his own. In fact, all of Tim's efforts to divulge the truth are systematically thwarted by the resourceful alien, who ultimately recruits Tim to help him repair his ship for a return to Mars.",1.7999,5.64,339
9619,9327,The Nutty Professor,1996-06-28,"When beautiful Carla Purty joins the university faculty, genetic professor Dr. Sherman Klump grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up, plumped down Don Juan.",3.4376,5.64,3065
9620,18480,Brüno,2009-07-08,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,4.4145,5.639,1871
9621,11056,Darkness,2002-10-11,"A teenage girl moves into a remote country home with her family, only to discover that the gloomy old house has a horrifying past that threatens to destroy them.",1.087,5.639,421
9622,10163,The Lawnmower Man,1992-03-05,A simple man is turned into a genius through the application of computer science.,1.7274,5.638,826
9623,7341,The Rage: Carrie 2,1999-03-12,"A horrible massacre strikes up after an outcast teenage girl is taunted by a group of high school jocks, all of them unaware of her cutthroat telekinetic powers.",1.4444,5.637,452
9624,252680,Moms' Night Out,2014-03-25,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",1.298,5.636,305
9625,13260,Semi-Pro,2008-02-28,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA), the worst team in the league. In 1976 before the ABA collapses, the NBA plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. If the Tropics want to make it to the NBA, Jackie Moon must rally his team and start winning.",3.3607,5.635,857
9626,531499,The Tax Collector,2020-08-07,David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,2.8448,5.634,515
9627,414191,Our House,2018-07-27,Ethan is suffering enormous guilt after his parents are killed in a car accident. He quits a promising future at MIT and work on a revolutionary experiment in order to care for his younger siblings.,0.8655,5.634,354
9628,146375,On the Other Side of the Tracks,2012-12-15,Two mismatched cops team up to investigate the murder of a business mogul's wife.,0.9064,5.634,694
9629,22825,The Box,2009-10-29,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",3.6042,5.634,1857
9630,354282,Science Fiction Volume One: The Osiris Child,2016-02-17,"Set in the future in a time of interplanetary colonization, an unlikely pair race against an impending global crisis and are confronted by the monsters that live inside us all.",1.4172,5.6,521
9631,12518,Honeymoon in Vegas,1992-08-28,"On her deathbed, a mother makes her son promise never to get married, which scars him with psychological blocks to a commitment with his girlfriend. They finally decide to tie the knot in Vegas, but a wealthy gambler arranges for the man to lose $65K in a poker game and offers to clear the debt for a weekend with his fiancée.",1.1299,5.633,315
9632,692969,Cadaver,2020-10-22,"In the aftermath of a nuclear disaster, a starving family find hope in a charismatic hotel owner. Lured by the prospect of a free dinner, they discover that the evening's entertainment blurs the lines between performance and reality. Will they wind up the spectators or the spectacle?",2.128,5.631,677
9633,231474,The Hunters,2013-10-25,"Imagine if all mythical artifacts, from Jason's Golden Fleece to Cinderella's glass slippers, were real. Well, they are -- and for centuries, a secret society called the Hunters has been sworn to protect them from an evil force called the Krugen.",1.1813,5.6,353
9634,6171,Dreamcatcher,2003-03-21,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.",4.2416,5.629,1877
9635,1979,Fantastic Four: Rise of the Silver Surfer,2007-06-13,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",6.484,5.6,8301
9636,14239,Cool World,1992-07-10,"While incarcerated for murder, cartoonist Jack Deebs found escape by creating Cool World, a series featuring a voluptuous femme fatale named Holli Would. But the artist becomes a prisoner of his own fantasies when Holli transports Jack into Cool World with a scheme to seduce him and bring herself to life. Hard-boiled detective Frank Harris – the only other human in Cool World – cautions Jack with the law: Noids (humans) don't have sex with doodles (cartoons). However, flesh proves weaker than ink as Holli takes human form in Las Vegas, staring in a trans-universal chase that threatens the destruction of both worlds.",2.6023,5.629,785
9637,866413,You People,2023-01-20,"A new couple and their families reckon with modern love amid culture clashes, societal expectations and generational differences.",1.9057,5.628,756
9638,384521,The Cloverfield Paradox,2018-02-04,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",6.0791,5.628,3495
9639,346910,The Predator,2018-09-05,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",8.7811,5.628,5047
9640,302150,The Hunter's Prayer,2017-06-08,An assassin forges an unlikely partnership with one of his targets: a woman seeking revenge for the murder of her family.,4.282,5.6,425
9641,804616,Something in the Water,2024-03-22,"After lesbian couple Meg and Kayla split following a traumatic homophobic incident, their three friends are intent on mending the rift during the wedding of Lizzie at a paradise resort. But a pre-wedding boat excursion turns to disaster and the wedding breakfast is likely to be the five girls!",2.4978,5.6,302
9642,542917,Twin Murders: The Silence of the White City,2019-10-25,"Vitoria-Gasteiz, Basque Country, Spain, 2019. Two corpses appear in the crypt of the Old Cathedral. Police officer Unai López de Ayala, an expert in criminal profiling, must hunt down the ritual murderer who has been terrorizing the city for two decades.",1.1929,5.627,339
9643,434555,The Possession of Hannah Grace,2018-11-29,"When a cop who is just out of rehab takes the graveyard shift in a city hospital morgue, she faces a series of bizarre, violent events caused by an evil entity in one of the corpses.",3.2167,5.627,1465
9644,271185,Ask Me Anything,2014-04-19,"Beautiful, wild, funny, and lost, Katie Kampenfelt takes a year off before college to find herself, all the while chronicling her adventures in an anonymous blog into which she pours her innermost secrets. Eventually, Katie's fearless narrative begins to crack, and dark pieces of her past emerge.",1.5377,5.6,422
9645,49787,The Reef,2010-05-15,A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.,2.0559,5.627,595
9646,345914,The House,2017-06-29,"When Scott and Kate Johansen’s daughter gets into the college of her dreams it’s cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn’t come through, and they’re now on the hook for tuition they can’t begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off.",2.1953,5.63,963
9647,9676,The Black Dahlia,2006-09-15,"In 1940s Los Angeles, two former boxers-turned-cops must grapple with corruption, narcissism, stag films and family madness as they pursue the killer of an aspiring young actress.",3.2034,5.625,1187
9648,1010600,The Strangers: Chapter 1,2024-05-15,"After their car breaks down in an eerie small town, a young couple are forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motives.",5.3723,5.63,690
9649,106747,Machete Kills,2013-09-12,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,6.156,5.623,2005
9650,11888,Snow Dogs,2002-01-18,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",3.5138,5.622,769
9651,254302,High-Rise,2015-11-22,Life for the residents of a tower block begins to run out of control.,9.0121,5.621,1232
9652,10956,Joe Dirt,2001-04-10,"Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks.",3.0187,5.621,786
9653,1819,"You, Me and Dupree",2006-07-13,"After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.",1.8427,5.62,1413
9654,237756,Kill Me Three Times,2015-04-10,"While on a seemingly routine job, a jaded hit man discovers that he's not the only one with his target in the crosshairs.",1.0899,5.619,569
9655,70074,Bullet to the Head,2012-11-14,"After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.",2.2926,5.622,1347
9656,10762,Without a Paddle,2004-08-20,"Three friends, whose lives have been drifting apart, reunite for the funeral of a fourth childhood friend. When looking through their childhood belongings, they discover a trunk which contained details on a quest their friend was attempting. It revealed that he was hot on the trail of the $200,000 that went missing with airplane hijacker D.B. Cooper in 1971. They decide to continue his journey, but do not understand the dangers they will soon encounter.",2.8512,5.619,694
9657,19912,The Final Destination,2009-08-26,A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.,7.3322,5.618,3821
9658,5146,The In-Laws,2003-05-23,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his new in-laws are international smugglers.",0.8351,5.617,303
9659,748853,In the Earth,2021-04-16,"As a deadly virus ravages the world, Dr. Martin Lowery embarks on a mission to reach test site ATU327A, a research hub deep in the Arboreal Forest. The arduous journey, guided by park scout Alma, is set back by a nighttime attack that leaves the two bruised and shoeless. When they run into Zach, a man living off the grid, they gratefully accept his help. Zach’s intentions aren’t exactly what they seem, however, and a path out of the forest and into safety quickly fades as the line between myth and science blurs.",0.9243,5.616,384
9660,9513,Garfield: A Tail of Two Kitties,2006-06-15,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.",3.0771,5.6,2321
9661,420950,Alone,2017-02-08,Five kids wake up in a world where everybody has disappeared.,0.7996,5.614,520
9662,17047,Agent Cody Banks 2: Destination London,2004-03-12,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",1.192,5.616,667
9663,11377,House on Haunted Hill,1999-10-29,An amusement park mogul offers a random group of diverse people $1 million to spend the night in a decrepit former mental institution.,2.1145,5.6,944
9664,9703,The Last Legion,2007-04-19,"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.",2.6263,5.6,838
9665,291272,We Are Still Here,2015-06-05,"After the death of their college age son, Anne and Paul Sacchetti relocate to the snowswept New England hamlet of Aylesbury, a sleepy village where all is most certainly not as it seems. When strange sounds and eerie feelings convince Anne that her son's spirit is still with them, they invite an eccentric, New Age couple to help them get to the bottom of the mystery.",0.8138,5.612,517
9666,83770,On the Road,2012-05-22,"Sal Paradise is a young writer whose life is shaken and ultimately redefined by the arrival of Dean Moriarty, a free-spirited, fearless, fast talking Westerner and his girl, Marylou. Traveling cross-country, Sal and Dean venture out on a personal quest for freedom from the conformity and conservatism engulfing them in search of the unknown, themselves, and the pursuit of “it” -- the pure essence of experience.",3.2066,5.612,891
9667,11804,White Noise,2005-01-07,"An architect's desire to speak with his wife from beyond the grave using EVP (Electronic Voice Phenomenon), becomes an obsession with supernatural repercussions.",1.6014,5.612,854
9668,659986,The Owners,2020-08-27,"A group of friends think they found the perfect easy score - an empty house with a safe full of cash. But when the elderly couple that lives there comes home early, the tables are suddenly turned. As a deadly game of cat and mouse ensues, the would-be thieves must fight to save themselves from a nightmare they could never have imagined.",1.2723,5.611,434
9669,52449,Bad Teacher,2011-05-16,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",5.0029,5.611,4894
